DEPTH,GR
277.52,13.665
277.673,13.068
277.825,12.458
277.977,13.436
278.13,14.999
278.282,15.599
278.435,14.718
278.587,14.262
278.739,15.408
278.892,16.548
279.044,16.336
279.197,15.143
279.349,13.835
279.501,13.487
279.654,13.938
279.806,14.195
279.959,14.102
280.111,13.815
280.263,13.04
280.416,10.986
280.568,9.996
280.721,9.495
280.873,9.377
281.025,10.553
281.178,12.376
281.33,14.509
281.483,15.147
281.635,14.709
281.787,13.16
281.94,11.256
282.092,10.853
282.245,10.636
282.397,11.507
282.549,12.412
282.702,13.061
282.854,13.045
283.007,13.076
283.159,13.228
283.311,13.459
283.464,13.003
283.616,11.243
283.769,10.685
283.921,10.874
284.073,11.446
284.226,12.303
284.378,12.942
284.531,13.398
284.683,12.71
284.835,11.091
284.988,9.437
285.14,9.335
285.293,10.22
285.445,10.993
285.597,11.547
285.75,11.924
285.902,12.011
286.055,11.493
286.207,11.239
286.359,11.311
286.512,12.498
286.664,14.069
286.817,15.434
286.969,15.783
287.121,15.628
287.274,11.996
287.426,9.369
287.579,9.146
287.731,10.011
287.883,12.385
288.036,13.453
288.188,13.861
288.341,13.749
288.493,13.089
288.645,12.26
288.798,12.16
288.95,12.507
289.103,12.304
289.255,11.945
289.407,11.243
289.56,10.702
289.712,10.348
289.865,10.61
290.017,11.922
290.169,11.31
290.322,10.588
290.474,10.866
290.627,12.222
290.779,14.647
290.931,15.905
291.084,16.087
291.236,15.218
291.389,12.961
291.541,11.037
291.693,10.076
291.846,10.044
291.998,10.685
292.151,12.613
292.303,13.838
292.455,13.564
292.608,12.775
292.76,13.351
292.913,15.017
293.065,15.605
293.217,14.393
293.37,12.577
293.522,12.709
293.675,14.066
293.827,16.06
293.979,16.042
294.132,14.084
294.284,11.214
294.437,11.078
294.589,11.287
294.741,11.624
294.894,12.61
295.046,14.84
295.199,16.606
295.351,16.97
295.503,16.503
295.656,15.034
295.808,13.783
295.961,12.87
296.113,12.16
296.265,12.061
296.418,12.543
296.57,12.626
296.723,12.542
296.875,12.191
297.027,10.867
297.18,9.202
297.332,8.481
297.485,7.859
297.637,8.145
297.789,9.788
297.942,10.951
298.094,11.017
298.247,11.002
298.399,12.39
298.551,13.687
298.704,14.032
298.856,11.971
299.009,9.897
299.161,10.943
299.313,12.479
299.466,13.349
299.618,13.674
299.771,13.44
299.923,12.889
300.075,11.904
300.228,11.934
300.38,11.727
300.533,11.847
300.685,13.244
300.837,13.379
300.99,13.393
301.142,13.661
301.295,13.154
301.447,11.51
301.599,9.676
301.752,8.993
301.904,9.232
