DEPTH,GR
186.233,8.773
186.385,8.555
186.538,7.789
186.69,7.582
186.842,7.594
186.995,8.758
187.147,10.719
187.3,9.977
187.452,9.484
187.604,6.434
187.757,7.027
187.909,7.48
188.062,8.078
188.214,7.129
188.366,6.25
188.519,6.438
188.671,5.781
188.824,5.785
188.976,5.793
189.128,5.797
189.281,6.02
189.433,7.824
189.586,8.445
189.738,8.656
189.89,6.27
190.043,5.688
190.195,5.695
190.348,7.238
190.5,9.133
190.652,8.477
190.805,8.477
190.957,8.477
191.11,9.125
191.262,8.156
191.414,8.164
191.567,8.672
191.719,9.414
191.872,9.844
192.024,8.664
192.176,9.305
192.329,7.57
192.481,9.109
192.634,9.75
192.786,9.094
192.938,9.508
193.091,8.883
193.243,10.414
193.396,9.039
193.548,8.797
193.7,8.789
193.853,8.406
194.005,8.625
194.158,7.766
194.31,10.102
194.462,8.805
194.615,8.586
194.767,5.875
194.92,5.875
195.072,6.445
195.224,7.09
195.377,7.789
195.529,8.938
195.682,8.289
195.834,7.723
195.986,6.223
196.139,7.191
196.291,7.922
196.444,8.344
196.596,8.344
196.748,7.047
196.901,8.117
197.053,8.445
197.206,10.18
197.358,8.453
197.51,8.125
197.663,7.922
197.815,9.438
197.968,9.43
198.12,9
198.272,8.125
198.425,8.328
198.577,7.242
198.73,7.957
198.882,7.449
199.034,8.742
199.187,9.508
199.339,9.938
199.492,9.938
199.644,9.18
199.796,9.398
199.949,8.758
200.101,7.793
200.254,7.145
200.406,6.27
200.558,6.297
200.711,7.367
200.863,9.469
201.016,9.039
201.168,9.258
201.32,7.93
201.473,7.723
201.625,6.652
201.778,6.262
201.93,6.684
202.082,6.891
202.235,8.43
202.387,9.297
202.54,9.578
202.692,7.434
202.844,8.977
202.997,7.625
203.149,8.922
203.302,8.469
203.454,9.43
203.606,9.859
203.759,9.203
203.911,9.211
204.064,9.883
204.216,10.773
204.368,10
204.521,9.32
204.673,8.227
204.826,7.836
204.978,7.848
205.13,7.887
205.283,8.523
205.435,9.383
205.588,9.766
205.74,9.977
205.892,8.469
206.045,8.305
206.197,8.313
206.35,8.797
206.502,7.238
206.654,8.109
206.807,6.945
206.959,7.598
207.112,6.934
207.264,7.898
207.416,7.676
207.569,7.68
207.721,10.578
207.874,11.219
208.026,10.539
208.178,8.008
208.331,9.102
208.483,9.883
208.636,8.578
208.788,7.934
208.94,7.746
209.093,7.969
209.245,7.199
209.398,5.977
209.55,5.75
209.702,5.578
209.855,5.367
210.007,6.902
210.16,7.477
210.312,8.781
210.464,7.91
210.617,7.332
210.769,7.332
210.922,7.762
211.074,8.727
211.226,9.594
211.379,9.586
211.531,10.734
211.684,11.375
211.836,10.852
211.988,8.586
