source_id,monsoon_year,anomaly,scenario
AWI-CM-1-1-MR,1986,-0.223742662387488,SSP2-4.5
AWI-CM-1-1-MR,1987,0.194477276287725,SSP2-4.5
AWI-CM-1-1-MR,1988,0.0327043570660892,SSP2-4.5
AWI-CM-1-1-MR,1989,0.39767074829153,SSP2-4.5
AWI-CM-1-1-MR,1990,0.119241392209917,SSP2-4.5
AWI-CM-1-1-MR,1991,0.37692753204846,SSP2-4.5
AWI-CM-1-1-MR,1992,0.1307831339231,SSP2-4.5
AWI-CM-1-1-MR,1993,-0.221602001653032,SSP2-4.5
AWI-CM-1-1-MR,1994,0.132928689173921,SSP2-4.5
AWI-CM-1-1-MR,1995,-0.127452620495655,SSP2-4.5
AWI-CM-1-1-MR,1996,-0.35509014255615,SSP2-4.5
AWI-CM-1-1-MR,1997,-0.0845437974092396,SSP2-4.5
AWI-CM-1-1-MR,1998,0.138519585035188,SSP2-4.5
AWI-CM-1-1-MR,1999,-0.32639470924779,SSP2-4.5
AWI-CM-1-1-MR,2000,-0.0143350918876835,SSP2-4.5
AWI-CM-1-1-MR,2001,-0.241273988371534,SSP2-4.5
AWI-CM-1-1-MR,2002,0.645539858689869,SSP2-4.5
AWI-CM-1-1-MR,2003,-0.0236632248137443,SSP2-4.5
AWI-CM-1-1-MR,2004,0.116810912317509,SSP2-4.5
AWI-CM-1-1-MR,2005,-0.123419434590062,SSP2-4.5
AWI-CM-1-1-MR,2006,-0.0418912037371908,SSP2-4.5
AWI-CM-1-1-MR,2007,0.19373135102564,SSP2-4.5
AWI-CM-1-1-MR,2008,0.00790543791995768,SSP2-4.5
AWI-CM-1-1-MR,2009,-0.223477739894903,SSP2-4.5
AWI-CM-1-1-MR,2010,-0.0196404382430058,SSP2-4.5
AWI-CM-1-1-MR,2011,0.486600764997468,SSP2-4.5
AWI-CM-1-1-MR,2012,-0.024532192446274,SSP2-4.5
AWI-CM-1-1-MR,2013,0.027970650897849,SSP2-4.5
AWI-CM-1-1-MR,2014,-0.0113639771902492,SSP2-4.5
CESM2,1950,0.80678721761522,SSP2-4.5
CESM2,1951,-0.38209426020551,SSP2-4.5
CESM2,1952,-0.757158209076248,SSP2-4.5
CESM2,1953,0.192804303716219,SSP2-4.5
CESM2,1954,0.0396138481423689,SSP2-4.5
CESM2,1955,-0.470274068417764,SSP2-4.5
CESM2,1956,-0.131427102557391,SSP2-4.5
CESM2,1957,0.395673974560672,SSP2-4.5
CESM2,1958,0.496139698408499,SSP2-4.5
CESM2,1959,0.424940953809078,SSP2-4.5
CESM2,1960,-0.0582496016666028,SSP2-4.5
CESM2,1961,0.135300159970186,SSP2-4.5
CESM2,1962,0.0796937102956381,SSP2-4.5
CESM2,1963,0.625677458686345,SSP2-4.5
CESM2,1964,-0.439996043822836,SSP2-4.5
CESM2,1965,-0.064212791404251,SSP2-4.5
CESM2,1966,0.492957637813529,SSP2-4.5
CESM2,1967,-0.0492790253931639,SSP2-4.5
CESM2,1968,0.00484449818362265,SSP2-4.5
CESM2,1969,0.176818448314194,SSP2-4.5
CESM2,1970,0.538411183200796,SSP2-4.5
CESM2,1971,-0.416135286031969,SSP2-4.5
CESM2,1972,0.38810871894145,SSP2-4.5
CESM2,1973,-0.187240845541148,SSP2-4.5
CESM2,1974,-0.734205538911191,SSP2-4.5
CESM2,1975,0.398468640518858,SSP2-4.5
CESM2,1976,-0.401761035879207,SSP2-4.5
CESM2,1977,-0.966351577722916,SSP2-4.5
CESM2,1978,-0.165277383072549,SSP2-4.5
CESM2,1979,-0.115713783935639,SSP2-4.5
CESM2,1980,-0.871266841074825,SSP2-4.5
CESM2,1981,0.492231586389389,SSP2-4.5
CESM2,1982,-0.0385302927485554,SSP2-4.5
CESM2,1983,0.227090843996471,SSP2-4.5
CESM2,1984,0.35627775316285,SSP2-4.5
CESM2,1985,-0.533566201226488,SSP2-4.5
CESM2,1986,-0.3943277353515,SSP2-4.5
CESM2,1987,0.115058897552941,SSP2-4.5
CESM2,1988,-1.04511928843274,SSP2-4.5
CESM2,1989,0.350214746890964,SSP2-4.5
CESM2,1990,0.311603089288059,SSP2-4.5
CESM2,1991,-0.774769394957031,SSP2-4.5
CESM2,1992,0.447825032185297,SSP2-4.5
CESM2,1993,0.0124755580500766,SSP2-4.5
CESM2,1994,-0.561892786932925,SSP2-4.5
CESM2,1995,-0.419000711494533,SSP2-4.5
CESM2,1996,0.579386885402226,SSP2-4.5
CESM2,1997,0.16035369432515,SSP2-4.5
CESM2,1998,-0.476368473576474,SSP2-4.5
CESM2,1999,0.634846046410313,SSP2-4.5
CESM2,2000,0.453235337746359,SSP2-4.5
CESM2,2001,0.360306931367802,SSP2-4.5
CESM2,2002,-0.492421812105204,SSP2-4.5
CESM2,2003,0.92335024928838,SSP2-4.5
CESM2,2004,-0.0272550719877285,SSP2-4.5
CESM2,2005,-0.252217557443621,SSP2-4.5
CESM2,2006,-0.393366640160205,SSP2-4.5
CESM2,2007,-0.165798820876584,SSP2-4.5
CESM2,2008,0.0981591677153908,SSP2-4.5
CESM2,2009,-0.693480940799783,SSP2-4.5
CESM2,2010,-0.723735507601988,SSP2-4.5
CESM2,2011,0.817777128849308,SSP2-4.5
CESM2,2012,0.150445099130031,SSP2-4.5
CESM2,2013,0.106202144002823,SSP2-4.5
CESM2,2014,-0.640417148191666,SSP2-4.5
CESM2-WACCM,1950,-0.021914834496521,SSP2-4.5
CESM2-WACCM,1951,0.327612620732412,SSP2-4.5
CESM2-WACCM,1952,-0.461754466571088,SSP2-4.5
CESM2-WACCM,1953,-0.136818949957056,SSP2-4.5
CESM2-WACCM,1954,-0.210534738545018,SSP2-4.5
CESM2-WACCM,1955,-0.059841739438157,SSP2-4.5
CESM2-WACCM,1956,-0.252031684903172,SSP2-4.5
CESM2-WACCM,1957,-0.162315898759108,SSP2-4.5
CESM2-WACCM,1958,-0.29592917924653,SSP2-4.5
CESM2-WACCM,1959,-0.220259323757302,SSP2-4.5
CESM2-WACCM,1960,1.25485231514898,SSP2-4.5
CESM2-WACCM,1961,0.176687415679661,SSP2-4.5
CESM2-WACCM,1962,0.134013650834599,SSP2-4.5
CESM2-WACCM,1963,0.00862185020624073,SSP2-4.5
CESM2-WACCM,1964,-0.596532052729392,SSP2-4.5
CESM2-WACCM,1965,-0.0348262648107487,SSP2-4.5
CESM2-WACCM,1966,-0.281553980157024,SSP2-4.5
CESM2-WACCM,1967,-0.0628953077412127,SSP2-4.5
CESM2-WACCM,1968,0.251022626104497,SSP2-4.5
CESM2-WACCM,1969,0.0530467341655618,SSP2-4.5
CESM2-WACCM,1970,-0.166934277599522,SSP2-4.5
CESM2-WACCM,1971,0.225532534538698,SSP2-4.5
CESM2-WACCM,1972,0.355178846388736,SSP2-4.5
CESM2-WACCM,1973,-0.437092325626022,SSP2-4.5
CESM2-WACCM,1974,-0.445936471481985,SSP2-4.5
CESM2-WACCM,1975,0.551894433495892,SSP2-4.5
CESM2-WACCM,1976,-0.626747922730365,SSP2-4.5
CESM2-WACCM,1977,-0.382278138983905,SSP2-4.5
CESM2-WACCM,1978,-0.270730868536023,SSP2-4.5
CESM2-WACCM,1979,-0.307464529623321,SSP2-4.5
CESM2-WACCM,1980,0.356796860813129,SSP2-4.5
CESM2-WACCM,1981,-0.39293728213761,SSP2-4.5
CESM2-WACCM,1982,-0.266042940616505,SSP2-4.5
CESM2-WACCM,1983,0.467322108796063,SSP2-4.5
CESM2-WACCM,1984,0.150004629151306,SSP2-4.5
CESM2-WACCM,1985,-0.442753133244577,SSP2-4.5
CESM2-WACCM,1986,0.405610724701611,SSP2-4.5
CESM2-WACCM,1987,0.283650358138489,SSP2-4.5
CESM2-WACCM,1988,-0.0229182137470598,SSP2-4.5
CESM2-WACCM,1989,-0.405337856163626,SSP2-4.5
CESM2-WACCM,1990,-0.0860018528694133,SSP2-4.5
CESM2-WACCM,1991,0.126042712587185,SSP2-4.5
CESM2-WACCM,1992,0.203013102869899,SSP2-4.5
CESM2-WACCM,1993,-0.42257052678928,SSP2-4.5
CESM2-WACCM,1994,0.51281380392695,SSP2-4.5
CESM2-WACCM,1995,0.515019423983608,SSP2-4.5
CESM2-WACCM,1996,-0.104091017870549,SSP2-4.5
CESM2-WACCM,1997,-0.476130808811273,SSP2-4.5
CESM2-WACCM,1998,-0.271691014841299,SSP2-4.5
CESM2-WACCM,1999,0.389957160400859,SSP2-4.5
CESM2-WACCM,2000,-0.584118230942282,SSP2-4.5
CESM2-WACCM,2001,-0.128266490876599,SSP2-4.5
CESM2-WACCM,2002,0.239410870165893,SSP2-4.5
CESM2-WACCM,2003,0.0256062319306447,SSP2-4.5
CESM2-WACCM,2004,-0.479940953481798,SSP2-4.5
CESM2-WACCM,2005,-0.0711631611059653,SSP2-4.5
CESM2-WACCM,2006,-0.0470883969236358,SSP2-4.5
CESM2-WACCM,2007,0.910595008847915,SSP2-4.5
CESM2-WACCM,2008,-0.260228301591915,SSP2-4.5
CESM2-WACCM,2009,0.376710570384374,SSP2-4.5
CESM2-WACCM,2010,-0.36750208414967,SSP2-4.5
CESM2-WACCM,2011,-0.171423115210566,SSP2-4.5
CESM2-WACCM,2012,0.142332597268132,SSP2-4.5
CESM2-WACCM,2013,-0.234303802059323,SSP2-4.5
CESM2-WACCM,2014,0.596315514883446,SSP2-4.5
GFDL-ESM4,1950,0.230710921860709,SSP2-4.5
GFDL-ESM4,1951,-0.355277822864508,SSP2-4.5
GFDL-ESM4,1952,-0.0654427673057914,SSP2-4.5
GFDL-ESM4,1953,-0.129241253448124,SSP2-4.5
GFDL-ESM4,1954,-0.125897603989839,SSP2-4.5
GFDL-ESM4,1955,0.000484033434469566,SSP2-4.5
GFDL-ESM4,1956,0.177617694842018,SSP2-4.5
GFDL-ESM4,1957,-0.195252773806388,SSP2-4.5
GFDL-ESM4,1958,-0.549405047973655,SSP2-4.5
GFDL-ESM4,1959,0.211075173131204,SSP2-4.5
GFDL-ESM4,1960,-0.146094648649052,SSP2-4.5
GFDL-ESM4,1961,0.521510995346485,SSP2-4.5
GFDL-ESM4,1962,-0.115806890705316,SSP2-4.5
GFDL-ESM4,1963,-0.935628296440295,SSP2-4.5
GFDL-ESM4,1964,-0.140043586194702,SSP2-4.5
GFDL-ESM4,1965,0.0760263336576279,SSP2-4.5
GFDL-ESM4,1966,0.2004525176822,SSP2-4.5
GFDL-ESM4,1967,-0.374770820062664,SSP2-4.5
GFDL-ESM4,1968,-0.254030847745364,SSP2-4.5
GFDL-ESM4,1969,0.216999127559119,SSP2-4.5
GFDL-ESM4,1970,0.330793186694121,SSP2-4.5
GFDL-ESM4,1971,0.449434797488235,SSP2-4.5
GFDL-ESM4,1972,-0.768554329817887,SSP2-4.5
GFDL-ESM4,1973,-0.265817515947449,SSP2-4.5
GFDL-ESM4,1974,-0.00830521192110778,SSP2-4.5
GFDL-ESM4,1975,0.203553919747305,SSP2-4.5
GFDL-ESM4,1976,-0.293824900167735,SSP2-4.5
GFDL-ESM4,1977,0.154391772417646,SSP2-4.5
GFDL-ESM4,1978,0.213124127719979,SSP2-4.5
GFDL-ESM4,1979,-0.0130115562122977,SSP2-4.5
GFDL-ESM4,1980,-0.488876520470049,SSP2-4.5
GFDL-ESM4,1981,-0.00300851190417406,SSP2-4.5
GFDL-ESM4,1982,-0.652400285906478,SSP2-4.5
GFDL-ESM4,1983,-0.18954102390356,SSP2-4.5
GFDL-ESM4,1984,1.00210173797086,SSP2-4.5
GFDL-ESM4,1985,0.252102215233167,SSP2-4.5
GFDL-ESM4,1986,0.0277486496134154,SSP2-4.5
GFDL-ESM4,1987,-0.459019962956274,SSP2-4.5
GFDL-ESM4,1988,0.0474466656670258,SSP2-4.5
GFDL-ESM4,1989,-0.358551501033555,SSP2-4.5
GFDL-ESM4,1990,-0.405338419812059,SSP2-4.5
GFDL-ESM4,1991,-0.433944084438173,SSP2-4.5
GFDL-ESM4,1992,0.316090315854128,SSP2-4.5
GFDL-ESM4,1993,-0.193397517339293,SSP2-4.5
GFDL-ESM4,1994,-0.234362357265826,SSP2-4.5
GFDL-ESM4,1995,0.260079863423553,SSP2-4.5
GFDL-ESM4,1996,0.317653594938463,SSP2-4.5
GFDL-ESM4,1997,0.43053907741422,SSP2-4.5
GFDL-ESM4,1998,-0.293717092927968,SSP2-4.5
GFDL-ESM4,1999,0.613681419968502,SSP2-4.5
GFDL-ESM4,2000,-0.119086144351741,SSP2-4.5
GFDL-ESM4,2001,-0.0419487043895423,SSP2-4.5
GFDL-ESM4,2002,-0.326506650068845,SSP2-4.5
GFDL-ESM4,2003,-0.406640379631967,SSP2-4.5
GFDL-ESM4,2004,-0.632403855829281,SSP2-4.5
GFDL-ESM4,2005,0.320949261119218,SSP2-4.5
GFDL-ESM4,2006,0.21525828604281,SSP2-4.5
GFDL-ESM4,2007,0.0396391197317016,SSP2-4.5
GFDL-ESM4,2008,-0.296352627139546,SSP2-4.5
GFDL-ESM4,2009,-0.246657787370711,SSP2-4.5
GFDL-ESM4,2010,-0.269426105478032,SSP2-4.5
GFDL-ESM4,2011,0.289737158147713,SSP2-4.5
GFDL-ESM4,2012,0.00561398670695779,SSP2-4.5
GFDL-ESM4,2013,-0.504019281842511,SSP2-4.5
GFDL-ESM4,2014,0.643606861537005,SSP2-4.5
HadGEM3-GC31-LL,1950,0.0340399406525682,SSP2-4.5
HadGEM3-GC31-LL,1951,0.104685677367685,SSP2-4.5
HadGEM3-GC31-LL,1952,0.374887766087006,SSP2-4.5
HadGEM3-GC31-LL,1953,-0.379204690361552,SSP2-4.5
HadGEM3-GC31-LL,1954,-0.325885465021256,SSP2-4.5
HadGEM3-GC31-LL,1955,0.0345738806089768,SSP2-4.5
HadGEM3-GC31-LL,1956,-0.146687387070125,SSP2-4.5
HadGEM3-GC31-LL,1957,-0.344127049375809,SSP2-4.5
HadGEM3-GC31-LL,1958,-0.399229136182881,SSP2-4.5
HadGEM3-GC31-LL,1959,0.309915907243044,SSP2-4.5
HadGEM3-GC31-LL,1960,-0.301080762167743,SSP2-4.5
HadGEM3-GC31-LL,1961,0.0729038539266691,SSP2-4.5
HadGEM3-GC31-LL,1962,-0.476014215959286,SSP2-4.5
HadGEM3-GC31-LL,1963,0.523113075044326,SSP2-4.5
HadGEM3-GC31-LL,1964,-0.135425852802126,SSP2-4.5
HadGEM3-GC31-LL,1965,-0.335569787266866,SSP2-4.5
HadGEM3-GC31-LL,1966,0.882937440495411,SSP2-4.5
HadGEM3-GC31-LL,1967,0.084466030706738,SSP2-4.5
HadGEM3-GC31-LL,1968,-0.613454304089321,SSP2-4.5
HadGEM3-GC31-LL,1969,-0.5067663693981,SSP2-4.5
HadGEM3-GC31-LL,1970,0.405519673392137,SSP2-4.5
HadGEM3-GC31-LL,1971,0.483037416027774,SSP2-4.5
HadGEM3-GC31-LL,1972,-0.256227160296456,SSP2-4.5
HadGEM3-GC31-LL,1973,-0.434042661942968,SSP2-4.5
HadGEM3-GC31-LL,1974,0.366021495603055,SSP2-4.5
HadGEM3-GC31-LL,1975,0.0587682447560005,SSP2-4.5
HadGEM3-GC31-LL,1976,-0.162020359142233,SSP2-4.5
HadGEM3-GC31-LL,1977,-0.509982557199151,SSP2-4.5
HadGEM3-GC31-LL,1978,-0.486508449731271,SSP2-4.5
HadGEM3-GC31-LL,1979,-0.274266083840347,SSP2-4.5
HadGEM3-GC31-LL,1980,-0.0448465337440789,SSP2-4.5
HadGEM3-GC31-LL,1981,-0.0155311105784173,SSP2-4.5
HadGEM3-GC31-LL,1982,-0.406686911646257,SSP2-4.5
HadGEM3-GC31-LL,1983,0.232015889933088,SSP2-4.5
HadGEM3-GC31-LL,1984,-0.167273954137156,SSP2-4.5
HadGEM3-GC31-LL,1985,0.186518585416283,SSP2-4.5
HadGEM3-GC31-LL,1986,-0.132231157795654,SSP2-4.5
HadGEM3-GC31-LL,1987,0.130067760582063,SSP2-4.5
HadGEM3-GC31-LL,1988,0.0217841098314864,SSP2-4.5
HadGEM3-GC31-LL,1989,0.131661770682235,SSP2-4.5
HadGEM3-GC31-LL,1990,-0.715539339919474,SSP2-4.5
HadGEM3-GC31-LL,1991,-0.252437645331914,SSP2-4.5
HadGEM3-GC31-LL,1992,0.143249694885705,SSP2-4.5
HadGEM3-GC31-LL,1993,0.223173110819,SSP2-4.5
HadGEM3-GC31-LL,1994,0.36520564766102,SSP2-4.5
HadGEM3-GC31-LL,1995,0.0668318629485905,SSP2-4.5
HadGEM3-GC31-LL,1996,0.0157063642196933,SSP2-4.5
HadGEM3-GC31-LL,1997,-0.306862111287921,SSP2-4.5
HadGEM3-GC31-LL,1998,0.0594210750907536,SSP2-4.5
HadGEM3-GC31-LL,1999,-0.0898469478402211,SSP2-4.5
HadGEM3-GC31-LL,2000,-0.418948155264963,SSP2-4.5
HadGEM3-GC31-LL,2001,0.0265542378601054,SSP2-4.5
HadGEM3-GC31-LL,2002,-0.130423373018014,SSP2-4.5
HadGEM3-GC31-LL,2003,0.0261518045402163,SSP2-4.5
HadGEM3-GC31-LL,2004,0.181356214498681,SSP2-4.5
HadGEM3-GC31-LL,2005,0.150683083508266,SSP2-4.5
HadGEM3-GC31-LL,2006,-0.216127536045515,SSP2-4.5
HadGEM3-GC31-LL,2007,-0.154800731906316,SSP2-4.5
HadGEM3-GC31-LL,2008,0.256045002740338,SSP2-4.5
HadGEM3-GC31-LL,2009,0.474404755878803,SSP2-4.5
HadGEM3-GC31-LL,2010,-0.446204079577891,SSP2-4.5
HadGEM3-GC31-LL,2011,-0.269889706388964,SSP2-4.5
HadGEM3-GC31-LL,2012,0.133180603274419,SSP2-4.5
HadGEM3-GC31-LL,2013,0.393004532664148,SSP2-4.5
HadGEM3-GC31-LL,2014,0.249763104105793,SSP2-4.5
INM-CM4-8,1950,-0.266345217076152,SSP2-4.5
INM-CM4-8,1951,0.683965312201284,SSP2-4.5
INM-CM4-8,1952,0.0203696208015869,SSP2-4.5
INM-CM4-8,1953,0.364405603843536,SSP2-4.5
INM-CM4-8,1954,0.162671078684946,SSP2-4.5
INM-CM4-8,1955,0.0923563379657915,SSP2-4.5
INM-CM4-8,1956,0.146623160109137,SSP2-4.5
INM-CM4-8,1957,-0.73820628361791,SSP2-4.5
INM-CM4-8,1958,-0.515442602885399,SSP2-4.5
INM-CM4-8,1959,-0.213356769949072,SSP2-4.5
INM-CM4-8,1960,0.213704546349567,SSP2-4.5
INM-CM4-8,1961,-0.368335574019654,SSP2-4.5
INM-CM4-8,1962,-0.0258124215829445,SSP2-4.5
INM-CM4-8,1963,-0.125220499555923,SSP2-4.5
INM-CM4-8,1964,-0.426285366707969,SSP2-4.5
INM-CM4-8,1965,-0.0665687969287561,SSP2-4.5
INM-CM4-8,1966,-0.0835302514677021,SSP2-4.5
INM-CM4-8,1967,-0.174852874380207,SSP2-4.5
INM-CM4-8,1968,-0.145850691629148,SSP2-4.5
INM-CM4-8,1969,-0.0213914250807925,SSP2-4.5
INM-CM4-8,1970,-0.0599355491610447,SSP2-4.5
INM-CM4-8,1971,0.0271313831620841,SSP2-4.5
INM-CM4-8,1972,-0.149394148217758,SSP2-4.5
INM-CM4-8,1973,0.20641491624989,SSP2-4.5
INM-CM4-8,1974,0.0640633909585768,SSP2-4.5
INM-CM4-8,1975,-0.124831141849833,SSP2-4.5
INM-CM4-8,1976,0.223104223561544,SSP2-4.5
INM-CM4-8,1977,-0.175709259170643,SSP2-4.5
INM-CM4-8,1978,0.914826677233756,SSP2-4.5
INM-CM4-8,1979,-0.273182113510824,SSP2-4.5
INM-CM4-8,1980,-0.371390959637439,SSP2-4.5
INM-CM4-8,1981,-0.273763361643413,SSP2-4.5
INM-CM4-8,1982,0.437577579392243,SSP2-4.5
INM-CM4-8,1983,0.400177378635009,SSP2-4.5
INM-CM4-8,1984,-0.0853949041226219,SSP2-4.5
INM-CM4-8,1985,0.349378113639075,SSP2-4.5
INM-CM4-8,1986,-0.568789003942962,SSP2-4.5
INM-CM4-8,1987,0.0412337744010594,SSP2-4.5
INM-CM4-8,1988,-0.320742095766459,SSP2-4.5
INM-CM4-8,1989,-0.0216401671449604,SSP2-4.5
INM-CM4-8,1990,-0.0778467110108707,SSP2-4.5
INM-CM4-8,1991,-0.0903856081370085,SSP2-4.5
INM-CM4-8,1992,0.535577221751857,SSP2-4.5
INM-CM4-8,1993,0.172351996983976,SSP2-4.5
INM-CM4-8,1994,-0.0570636662093444,SSP2-4.5
INM-CM4-8,1995,-0.171547268516199,SSP2-4.5
INM-CM4-8,1996,-0.178921344595669,SSP2-4.5
INM-CM4-8,1997,-0.240023922025395,SSP2-4.5
INM-CM4-8,1998,0.163813608431483,SSP2-4.5
INM-CM4-8,1999,-0.430692206042421,SSP2-4.5
INM-CM4-8,2000,0.217800508355971,SSP2-4.5
INM-CM4-8,2001,-0.155549888531072,SSP2-4.5
INM-CM4-8,2002,0.0538555820877449,SSP2-4.5
INM-CM4-8,2003,-0.34879678860974,SSP2-4.5
INM-CM4-8,2004,0.0293200472021331,SSP2-4.5
INM-CM4-8,2005,-0.0263849498221231,SSP2-4.5
INM-CM4-8,2006,0.779521696321428,SSP2-4.5
INM-CM4-8,2007,0.130391196978798,SSP2-4.5
INM-CM4-8,2008,0.181599583683536,SSP2-4.5
INM-CM4-8,2009,0.0686474473375693,SSP2-4.5
INM-CM4-8,2010,-0.055064975090273,SSP2-4.5
INM-CM4-8,2011,-0.198621812889189,SSP2-4.5
INM-CM4-8,2012,-0.0306705369410869,SSP2-4.5
INM-CM4-8,2013,0.087586868286258,SSP2-4.5
INM-CM4-8,2014,0.123737154378249,SSP2-4.5
IPSL-CM6A-LR,1950,0.658744999269644,SSP2-4.5
IPSL-CM6A-LR,1951,0.412097065150737,SSP2-4.5
IPSL-CM6A-LR,1952,-0.00645165791114177,SSP2-4.5
IPSL-CM6A-LR,1953,-0.0422594264149665,SSP2-4.5
IPSL-CM6A-LR,1954,0.848344334463278,SSP2-4.5
IPSL-CM6A-LR,1955,0.137223510444164,SSP2-4.5
IPSL-CM6A-LR,1956,-0.260280223190784,SSP2-4.5
IPSL-CM6A-LR,1957,0.628160644074281,SSP2-4.5
IPSL-CM6A-LR,1958,-0.205219161013762,SSP2-4.5
IPSL-CM6A-LR,1959,-0.424417983988921,SSP2-4.5
IPSL-CM6A-LR,1960,-0.127111525833607,SSP2-4.5
IPSL-CM6A-LR,1961,-0.0396401003003124,SSP2-4.5
IPSL-CM6A-LR,1962,0.199964293340842,SSP2-4.5
IPSL-CM6A-LR,1963,-0.333936980863412,SSP2-4.5
IPSL-CM6A-LR,1964,-0.170830877125264,SSP2-4.5
IPSL-CM6A-LR,1965,-0.292965304354827,SSP2-4.5
IPSL-CM6A-LR,1966,0.269244858125846,SSP2-4.5
IPSL-CM6A-LR,1967,0.00519681821266804,SSP2-4.5
IPSL-CM6A-LR,1968,0.251067030926545,SSP2-4.5
IPSL-CM6A-LR,1969,-0.407783787945907,SSP2-4.5
IPSL-CM6A-LR,1970,-0.179561844964822,SSP2-4.5
IPSL-CM6A-LR,1971,0.497509269416332,SSP2-4.5
IPSL-CM6A-LR,1972,0.0339679206411043,SSP2-4.5
IPSL-CM6A-LR,1973,0.106446334222952,SSP2-4.5
IPSL-CM6A-LR,1974,0.159971841673056,SSP2-4.5
IPSL-CM6A-LR,1975,-0.203812252978484,SSP2-4.5
IPSL-CM6A-LR,1976,-0.158079258104165,SSP2-4.5
IPSL-CM6A-LR,1977,0.387243229647477,SSP2-4.5
IPSL-CM6A-LR,1978,0.0793322607874867,SSP2-4.5
IPSL-CM6A-LR,1979,0.135006535549959,SSP2-4.5
IPSL-CM6A-LR,1980,0.00837519615888605,SSP2-4.5
IPSL-CM6A-LR,1981,0.0285298114021617,SSP2-4.5
IPSL-CM6A-LR,1982,0.588494984805584,SSP2-4.5
IPSL-CM6A-LR,1983,0.51090432057778,SSP2-4.5
IPSL-CM6A-LR,1984,0.153235026697318,SSP2-4.5
IPSL-CM6A-LR,1985,0.958597767849763,SSP2-4.5
IPSL-CM6A-LR,1986,0.82241981079181,SSP2-4.5
IPSL-CM6A-LR,1987,-0.154133271674315,SSP2-4.5
IPSL-CM6A-LR,1988,-0.0980128164092702,SSP2-4.5
IPSL-CM6A-LR,1989,-0.24154366205136,SSP2-4.5
IPSL-CM6A-LR,1990,0.0530695403615633,SSP2-4.5
IPSL-CM6A-LR,1991,0.469001420835654,SSP2-4.5
IPSL-CM6A-LR,1992,0.352874525884787,SSP2-4.5
IPSL-CM6A-LR,1993,-0.342415811121464,SSP2-4.5
IPSL-CM6A-LR,1994,0.226160077750683,SSP2-4.5
IPSL-CM6A-LR,1995,-0.358718505998453,SSP2-4.5
IPSL-CM6A-LR,1996,-0.220573933422565,SSP2-4.5
IPSL-CM6A-LR,1997,-0.459200055897236,SSP2-4.5
IPSL-CM6A-LR,1998,0.561395395298799,SSP2-4.5
IPSL-CM6A-LR,1999,-0.023168515662352,SSP2-4.5
IPSL-CM6A-LR,2000,-0.0445528542002043,SSP2-4.5
IPSL-CM6A-LR,2001,0.338987637062867,SSP2-4.5
IPSL-CM6A-LR,2002,0.252072084446748,SSP2-4.5
IPSL-CM6A-LR,2003,0.0956453169385592,SSP2-4.5
